"SITE","DATE","TRAPDAY","TAG","SPECIES","FATE","SEX","TESTES","VAGINA","NIPPLES","PREGNANT","MASS","STATION","CAPNUM","SEASON","Taxa_order","Taxa_family","Taxa_genus","Taxa_species","count"
"T1","04/29/92",1,"1",4,1,"1","3","0","0","0","74","35",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","04/09/99",1,"G1",4,1,"1","3",NA,NA,NA,"76","67",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","04/09/99",2,"G1",4,2,"1","3",NA,NA,NA,"76","69",2,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","04/09/99",3,"G1",4,2,"1","3",NA,NA,NA,"76","69",3,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","04/29/92",1,"2",4,1,"1","3","0","0","0","69","24",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","04/29/92",2,"2",4,2,"1","3","0","0","0","69","22",2,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","04/09/99",1,"G2",4,1,"2",NA,"1","1",NA,"62","58",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T2","04/29/92",1,"3",2,1,"1","3","0","0","0","15","15",1,"Spring","Rodentia","Muridae","Mus","musculus",1
"T2","04/29/92",3,"3",2,2,"1","3","0","0","0","15","15",2,"Spring","Rodentia","Muridae","Mus","musculus",1
"T1","04/09/99",1,"G3",4,1,"2",NA,"1","1",NA,"55","47",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T2","04/29/92",1,"4",2,1,"1","3","0","0","0","15","16",1,"Spring","Rodentia","Muridae","Mus","musculus",1
"T2","04/29/92",2,"4",2,2,"1","3","0","0","0","15","16",2,"Spring","Rodentia","Muridae","Mus","musculus",1
"T2","04/29/92",3,"4",2,2,"1","3","0","0","0","15","16",3,"Spring","Rodentia","Muridae","Mus","musculus",1
"T1","04/09/99",1,"G4",4,1,"1","1",NA,NA,NA,"55","46",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","04/29/92",1,"5",4,1,"2","0","2","1","0","40","19",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","04/09/99",1,"G5",4,1,"2",NA,"1","2","1","70","40",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","04/29/92",1,"6",2,1,"1","1","0","0","0","13","11",1,"Spring","Rodentia","Muridae","Mus","musculus",1
"T4","04/29/92",2,"6",2,2,"1","1","0","0","0","13","9",2,"Spring","Rodentia","Muridae","Mus","musculus",1
"T1","04/09/99",1,"G6",4,1,"1","1",NA,NA,NA,"48","23",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","04/09/99",3,"G6",4,2,"1","1",NA,NA,NA,"48","24",2,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","04/29/92",1,"7",4,1,"2","0","1","1","0","43","7",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","04/09/99",1,"G7",2,1,"2",NA,"2","1",NA,"14","2",1,"Spring","Rodentia","Muridae","Mus","musculus",1
"T4","04/29/92",1,"8",2,1,"1","3","0","0","0","15","6",1,"Spring","Rodentia","Muridae","Mus","musculus",1
"T4","04/29/92",2,"8",2,2,"1","3","0","0","0","15","7",2,"Spring","Rodentia","Muridae","Mus","musculus",1
"T4","04/29/92",3,"8",2,2,"1","3","0","0","0","15","7",3,"Spring","Rodentia","Muridae","Mus","musculus",1
"T1","04/09/99",2,"G8",4,1,"2",NA,"1","1",NA,"51","67",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","04/29/92",1,"9",2,1,"1","3","0","0","0","15","19",1,"Spring","Rodentia","Muridae","Mus","musculus",1
"T1","04/09/99",2,"G9",4,1,"1","1",NA,NA,NA,"52","71",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","04/29/92",1,"10",2,1,"1","3","0","0","0","17","17",1,"Spring","Rodentia","Muridae","Mus","musculus",1
"T5","04/29/92",2,"10",2,2,"1","3","0","0","0","17","17",2,"Spring","Rodentia","Muridae","Mus","musculus",1
"T5","04/29/92",3,"10",2,2,"1","3","0","0","0","17","17",3,"Spring","Rodentia","Muridae","Mus","musculus",1
"T1","04/09/99",2,"G10",4,6,"1","1",NA,NA,NA,"90","47",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","04/29/92",2,"11",2,1,"1","3","0","0","0","15","24",1,"Spring","Rodentia","Muridae","Mus","musculus",1
"T5","04/29/92",3,"11",2,2,"1","3","0","0","0","15","24",2,"Spring","Rodentia","Muridae","Mus","musculus",1
"T1","04/09/99",2,"G11",4,1,"1","1",NA,NA,NA,"79","12",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","04/29/92",2,"12",2,1,"2","0","1","2","0","16","9",1,"Spring","Rodentia","Muridae","Mus","musculus",1
"T4","04/09/99",1,"G12",4,1,"1","1",NA,NA,NA,"63","15",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","04/29/92",2,"13",2,1,"1","3","0","0","0","17","6",1,"Spring","Rodentia","Muridae","Mus","musculus",1
"T4","04/09/99",1,"G13",4,1,"1","1",NA,NA,NA,"47","6",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","04/29/92",2,"14",2,1,"1","3","0","0","0","16","11",1,"Spring","Rodentia","Muridae","Mus","musculus",1
"T4","04/09/99",2,"G14",4,1,"2",NA,"1","1",NA,"41","10",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","04/09/99",2,"G15",4,1,"1","1",NA,NA,NA,"60","13",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","04/09/99",2,"G16",4,1,"2",NA,"1","1",NA,"66","24",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","04/09/99",1,"G17",2,1,"1","1",NA,NA,NA,"17","14",1,"Spring","Rodentia","Muridae","Mus","musculus",1
"T5","04/09/99",2,"G17",2,2,"1","1",NA,NA,NA,"17","16",2,"Spring","Rodentia","Muridae","Mus","musculus",1
"T2","04/29/92",2,"18",2,1,"1","3","0","0","0","14","15",1,"Spring","Rodentia","Muridae","Mus","musculus",1
"T2","04/29/92",3,"18",2,2,"1","3","0","0","0","14","14",2,"Spring","Rodentia","Muridae","Mus","musculus",1
"T5","04/09/99",1,"G18",4,1,"2",NA,"2","2",NA,"53","19",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","04/09/99",2,"G19",4,1,"1","1",NA,NA,NA,"66","65",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","04/29/92",3,"20",2,1,"2","0","1","2","0","13","22",1,"Spring","Rodentia","Muridae","Mus","musculus",1
"T1","04/09/99",2,"G20",4,1,"1","1",NA,NA,NA,"85","58",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","04/29/92",3,"22",2,1,"1","3","0","0","0","16","13",1,"Spring","Rodentia","Muridae","Mus","musculus",1
"T1","04/09/99",2,"G22",4,1,"1","1",NA,NA,NA,"89","46",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","04/29/92",3,"23",2,1,"2","0","1","2","1","22","7",1,"Spring","Rodentia","Muridae","Mus","musculus",1
"T1","04/09/99",2,"G23",4,1,"2",NA,"1","1",NA,"57","11",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","04/29/92",3,"24",2,1,"2","0","1","1","0","10","6",1,"Spring","Rodentia","Muridae","Mus","musculus",1
"T4","04/09/99",2,"G24",4,1,"2",NA,"1","1",NA,"44","6",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","11/21/92",3,"Z24",6,1,"0","0","0","0","0","300","13",1,"Autumn","Rodentia","Muridae","Rattus","norvegicus",1
"T2","04/29/92",3,"25",2,1,"2","0","1","1","0","10","18",1,"Spring","Rodentia","Muridae","Mus","musculus",1
"T1","04/09/99",2,"G25",4,1,"2",NA,"1","1",NA,"46","8",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","11/21/92",3,"Z25",6,1,"0","0","0","0","0","200","24",1,"Autumn","Rodentia","Muridae","Rattus","norvegicus",1
"T1","04/29/92",3,"26",4,1,"1","3","0","0","0","58","24",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","04/18/93",1,"Z26",4,1,"0","0","0","0","0","0","6",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","04/29/92",3,"27",4,1,"1","3","0","0","0","62","31",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","04/18/93",1,"Z27",4,1,"1","3","0","0","0","0","66",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","04/29/92",3,"28",4,1,"2","0","1","1","0","59","35",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","11/17/93",3,"Z28",4,1,"1","1","0","0","0","55","19",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","04/29/92",3,"29",4,1,"1","3","0","0","0","82","37",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","11/17/93",3,"Z29",2,1,"2","0","1","2","1","19","15",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T1","04/29/92",3,"30",4,1,"2","0","1","1","0","55","46",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","11/17/93",3,"Z30",4,1,"2","0","1","1","0","30","14",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","11/17/93",3,"Z31",2,1,"2","0","1","2","0","15","5",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T1","04/29/92",3,"32",4,1,"2","0","1","1","0","53","66",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","11/17/93",2,"Z32",2,6,"2","0","1","1","0","11","60",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T4","04/18/93",1,"33",4,1,"1","3","0","0","0","55","21",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T2","11/17/93",2,"Z33",4,1,"0","0","0","0","0","0","0",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","04/18/93",1,"34",4,1,"2","0","1","2","0","70","17",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T2","11/17/93",2,"Z34",4,1,"0","0","0","0","0","0","0",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","04/18/93",1,"35",2,1,"1","3","0","0","0","14","5",1,"Spring","Rodentia","Muridae","Mus","musculus",1
"T2","11/17/93",2,"Z35",4,1,"0","0","0","0","0","0","0",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","04/18/93",1,"36",4,1,"1","3","0","0","0","52","59",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T2","11/17/93",2,"Z36",4,1,"0","0","0","0","0","0","0",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","04/18/93",1,"37",4,1,"2","0","1","2","0","59","39",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","04/18/93",1,"38",4,1,"1","3","0","0","0","70","32",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T2","11/17/93",2,"Z38",4,1,"0","0","0","0","0","0","0",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T2","11/17/93",2,"Z39",4,1,"0","0","0","0","0","0","0",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T2","11/17/93",3,"Z40",4,1,"1","1","0","0","0","60","28",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T2","11/17/93",3,"Z41",4,1,"2","0","1","2","0","0","39",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T2","11/17/93",3,"Z42",4,1,"1","1","0","0","0","51","0",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T2","11/17/93",3,"Z43",2,1,"2","0","1","1","0","10","64",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T2","11/17/93",3,"Z44",2,1,"1","3","0","0","0","17","65",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T2","11/17/93",3,"Z45",2,1,"2","0","1","2","0","14","69",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T2","11/17/93",3,"Z46",2,1,"0","0","0","0","0","0","74",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T2","11/17/93",3,"Z47",6,1,"0","0","0","0","0","150","79",1,"Autumn","Rodentia","Muridae","Rattus","norvegicus",1
"T4","11/17/93",3,"Z48",4,1,"2","0","1","1","0","39","21",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","11/17/93",3,"Z49",4,1,"2","0","1","1","0","26","20",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","11/17/93",3,"Z50",4,1,"1","1","0","0","0","45","5",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","04/09/99",2,"G51",2,1,"1","1",NA,NA,NA,"14","4",1,"Spring","Rodentia","Muridae","Mus","musculus",1
"T4","04/09/99",3,"G51",2,2,"1","1",NA,NA,NA,"14","4",2,"Spring","Rodentia","Muridae","Mus","musculus",1
"T1","03/24/90",3,"Z51",6,1,"1","3","0","0","0","400","47",1,"Spring","Rodentia","Muridae","Rattus","norvegicus",1
"T2","05/09/91",1,"Z52",2,1,"1","3","0","0","0","999","21",1,"Spring","Rodentia","Muridae","Mus","musculus",1
"T5","04/09/99",3,"G53",4,1,"1","1",NA,NA,NA,"57","31",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","12/13/91",3,"Z53",6,1,"3","0","0","0","0","230","0",1,"Autumn","Rodentia","Muridae","Rattus","norvegicus",1
"T4","04/09/99",2,"G54",4,1,"1","2",NA,NA,NA,"71","2",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","04/09/99",3,"G54",4,2,"1","2",NA,NA,NA,"71","2",2,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T2","05/09/91",1,"Z54",2,1,"1","3","0","0","0","999","21",1,"Spring","Rodentia","Muridae","Mus","musculus",1
"T4","04/09/99",3,"G55",2,1,"2",NA,"1","1",NA,"13","3",1,"Spring","Rodentia","Muridae","Mus","musculus",1
"T2","12/04/94",2,"Z55",4,6,"2","0","1","1","0","54","80",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","04/09/99",3,"G56",2,1,"1","1",NA,NA,NA,"14","6",1,"Spring","Rodentia","Muridae","Mus","musculus",1
"T5","12/04/94",2,"Z56",4,6,"1","1","0","0","0","80","31",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","04/09/99",3,"G57",4,1,"1","1",NA,NA,NA,"76","41",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","12/04/94",2,"Z57",4,6,"2","0","1","1","0","49","29",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","04/09/99",2,"G58",2,1,"2",NA,"1","1",NA,"20","15",1,"Spring","Rodentia","Muridae","Mus","musculus",1
"T5","04/09/99",3,"G58",2,2,"2",NA,"1","1",NA,"20","16",2,"Spring","Rodentia","Muridae","Mus","musculus",1
"T5","04/09/99",3,"G60",2,1,"1","1",NA,NA,NA,"17","14",1,"Spring","Rodentia","Muridae","Mus","musculus",1
"T1","04/09/99",3,"G61",4,1,"1","1",NA,NA,NA,"87","42",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","04/09/99",3,"G64",4,1,"1","2",NA,NA,NA,"90","46",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","04/09/99",3,"G65",4,1,"1","1",NA,NA,NA,"63","40",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","04/09/99",3,"G67",2,1,"2",NA,"2","1",NA,"14","17",1,"Spring","Rodentia","Muridae","Mus","musculus",1
"T1","04/09/99",3,"G70",4,1,"1","1",NA,NA,NA,"54","7",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","04/09/99",2,"G71",2,1,"2",NA,"1","1","1","20","14",1,"Spring","Rodentia","Muridae","Mus","musculus",1
"T1","04/09/99",3,"G73",4,1,"1","2",NA,NA,NA,"70","47",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","04/09/99",2,"G75",2,1,"1","2",NA,NA,NA,"15","17",1,"Spring","Rodentia","Muridae","Mus","musculus",1
"T5","11/10/99",1,"G101",4,1,"2",NA,"1","2",NA,"48","32",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","11/10/99",2,"G101",4,2,"2",NA,"1","2",NA,"48","32",2,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","11/10/99",1,"G102",4,1,"1","1",NA,NA,NA,"59","24",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","11/10/99",1,"G103",4,1,"2",NA,"1","1",NA,"50","20",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","11/10/99",1,"G104",2,1,"1","1",NA,NA,NA,"15","18",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T5","11/10/99",1,"G105",2,1,"1","1",NA,NA,NA,"20","17",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T5","11/10/99",1,"G106",4,1,"2",NA,"1","1",NA,"34","16",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","11/10/99",1,"G107",4,1,"1","1",NA,NA,NA,"55","15",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","11/10/99",1,"G108",4,1,"1","1",NA,NA,NA,"43","13",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","11/10/99",1,"G109",4,1,"1","1",NA,NA,NA,"52","12",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","11/10/99",1,"G110",4,1,"2",NA,"1","1",NA,"34","21",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","11/10/99",1,"G111",4,1,"1","1",NA,NA,NA,"35","19",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","11/10/99",1,"G112",4,1,"1","1",NA,NA,NA,"44","18",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","11/10/99",1,"G113",4,1,"2",NA,"1","1",NA,"52","15",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","11/10/99",1,"G114",4,1,"2",NA,"1","1",NA,"25","8",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","11/10/99",1,"G115",4,1,"2",NA,"1","1",NA,"49","7",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","11/10/99",1,"G116",2,1,"1","1",NA,NA,NA,"22","4",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T4","11/10/99",1,"G117",4,1,"2",NA,"1","1",NA,"31","3",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","11/10/99",1,"G118",4,1,"2",NA,"1","1",NA,"30","2",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","11/10/99",1,"G119",4,1,"1","1",NA,NA,NA,"59","61",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","11/10/99",1,"G120",4,1,"1","1",NA,NA,NA,"37","39",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","11/10/99",1,"G121",4,1,"1","1",NA,NA,NA,"40","38",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","11/10/99",1,"G122",4,1,"1","2",NA,NA,NA,"54","36",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","11/10/99",1,"G123",4,1,"1","1",NA,NA,NA,"46","32",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","11/10/99",1,"G124",4,6,"2",NA,"1","1",NA,"32","22",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","11/10/99",1,"G125",4,1,"2",NA,"1","1",NA,"44","12",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","11/10/99",1,"G126",2,1,"1","3",NA,NA,NA,"16","11",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T5","11/10/99",2,"G127",4,1,"2",NA,"1","1",NA,"38","23",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","11/10/99",2,"G128",4,1,"2",NA,"1","1",NA,"31","20",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","11/10/99",2,"G129",2,6,"2",NA,"1","1",NA,"19","17",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T5","11/10/99",2,"G130",2,1,"1","2",NA,NA,NA,"22","16",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T5","11/10/99",2,"G131",2,1,"2",NA,"1","1",NA,"15","15",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T4","11/10/99",2,"G132",4,6,"2",NA,"1","1",NA,"42","18",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","11/10/99",2,"G133",4,1,"1","3",NA,NA,NA,"55","16",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","11/10/99",2,"G134",6,1,"1","2",NA,NA,NA,"55","15",1,"Autumn","Rodentia","Muridae","Rattus","norvegicus",1
"T4","11/10/99",2,"G135",4,1,"2",NA,"1","2",NA,"55","12",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","11/10/99",2,"G136",4,1,"1","1",NA,NA,NA,"68","7",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","11/10/99",2,"G137",2,1,"2",NA,"1","2",NA,"20","6",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T4","11/10/99",2,"G138",4,1,"2",NA,"1","2",NA,"51","4",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","11/10/99",2,"G139",4,1,"3",NA,NA,NA,NA,"33","2",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","11/10/99",2,"G140",4,1,"1","1",NA,NA,NA,"57","39",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","11/10/99",2,"G141",4,1,"1","1",NA,NA,NA,"54","38",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","11/10/99",2,"G142",4,1,"2",NA,"1","2",NA,"58","32",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","11/10/99",2,"G143",4,1,"1","1",NA,NA,NA,"43","27",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","11/10/99",2,"G144",4,1,"2",NA,"2","1",NA,"63","22",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","11/10/99",2,"G145",4,1,"2",NA,"1","1",NA,"47","12",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","11/10/99",2,"G146",2,1,"3",NA,NA,NA,NA,NA,"1",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T5","11/10/99",3,"G147",4,6,"2",NA,"1","1",NA,"57","32",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","11/10/99",3,"G148",4,1,"2",NA,"1","1",NA,"33","29",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","11/10/99",3,"G149",4,1,"1","1",NA,NA,NA,"32","28",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","11/10/99",3,"G150",4,1,"1","1",NA,NA,NA,"41","24",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","11/10/99",3,"G151",4,1,"2",NA,"1","1",NA,"46","20",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","11/10/99",3,"G152",2,6,"2",NA,"1","1",NA,"16","17",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T5","11/10/99",3,"G153",4,1,"2",NA,"1","1",NA,"31","13",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","11/10/99",3,"G154",4,1,"2",NA,"1","2",NA,"75","22",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","11/10/99",3,"G155",2,1,"2",NA,"1","2",NA,"21","20",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T4","11/10/99",3,"G156",4,1,"2",NA,"1","1",NA,"31","8",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","11/10/99",3,"G157",4,1,"1","1",NA,NA,NA,"56","7",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","11/10/99",3,"G158",4,1,"1","1",NA,NA,NA,"64","6",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","11/10/99",3,"G159",4,1,"2",NA,"1","1",NA,"42","4",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","04/07/00",1,"G159",4,2,"2",NA,"1","1",NA,"64","5",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","04/07/00",2,"G159",4,2,"2",NA,"1","1",NA,"64","5",2,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","11/10/99",3,"G160",4,1,"1","1",NA,NA,NA,"50","76",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","11/10/99",3,"G161",4,1,"2",NA,"1","1",NA,"49","60",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","11/10/99",3,"G162",4,1,"1","1",NA,NA,NA,"44","45",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","11/10/99",3,"G163",4,1,"1","1",NA,NA,NA,"58","39",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","11/10/99",3,"G164",4,6,"2",NA,"1","1",NA,"35","38",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","11/10/99",3,"G165",4,1,"2",NA,"1","1",NA,"40","35",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","11/10/99",3,"G166",4,1,"1","1",NA,NA,NA,"44","27",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","11/10/99",3,"G167",4,1,"1","1",NA,NA,NA,"52","7",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","11/10/99",3,"G168",4,1,"1","1",NA,NA,NA,"46","1",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","04/07/00",1,"G170",4,1,"1","1",NA,NA,NA,"64","6",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","04/07/00",3,"G170",4,2,"1","1",NA,NA,NA,"64","6",2,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","04/07/00",1,"G171",2,1,"2",NA,"1","2",NA,"24","4",1,"Spring","Rodentia","Muridae","Mus","musculus",1
"T1","04/07/00",2,"G173",4,1,"1","1",NA,NA,NA,"59","37",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","04/07/00",2,"G174",4,1,"2",NA,"1","1",NA,"59","27",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","04/07/00",2,"G175",4,1,"2",NA,"1","1",NA,"28","7",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
