"time","grid","trap","l_ear","r_ear","sex","age","weight","hindft","count","date"
"17:53","bonrip","4b","508","509",NA,"j","1080",NA,1,"1999-08-27"
"17:36","bonrip","4e","72","505",NA,"j","1290",NA,1,"1999-08-27"
"9:27","bonrip","6a","499","500",NA,NA,NA,NA,1,"1999-08-28"
"8:31","bonrip","9a","596","597","m","a","1270",NA,1,"1999-08-28"
"11:47","bonmat","3d","660","661","m","a","1100",NA,1,"1999-08-28"
"9:21","bonrip","6a","652","653","m","a","1250",NA,1,"1999-08-28"
"9:08","bonrip","7b","600","651","m","a","1160",NA,1,"1999-08-28"
"8:02","bonrip","10c","594","595","m","a","1450",NA,1,"1999-08-28"
"7:55","bonrip","10b","592","593","m","a","1540",NA,1,"1999-08-28"
"12:02","bonmat","4f","645","646","m","a","1360",NA,1,"1999-08-28"
"11:21","bonmat","2a","658","659","m","a","1500",NA,1,"1999-08-28"
"11:03","bonmat","6b","639","640","m","a","1120",NA,1,"1999-08-28"
"8:37","bonrip","2a","633","634","f","a","1460",NA,1,"1999-08-28"
"12:01","bonmat","3e","674","675","f","a","1120",NA,1,"1999-08-28"
"8:40","bonrip","8b","598","599","f","a","1140",NA,1,"1999-08-28"
"10:38","bonmat","2f","120","121","f","a","1740",NA,1,"1999-08-28"
"8:02","bonrip","2e","631","632","f","a","1570",NA,1,"1999-08-28"
"10:59","bonmat","2d","656","657","f","a","1450",NA,1,"1999-08-28"
"9:56","bonrip","5d","452","453",NA,"a","1110",NA,1,"1999-08-28"
"8:47","bonrip","9c","520","521",NA,"a","1130",NA,1,"1999-08-28"
"8:18","bonrip","1e","524","525",NA,"a","1160",NA,1,"1999-08-28"
"11:13","bonmat","2b","489","490",NA,"a","1320",NA,1,"1999-08-28"
"8:48","bonrip","3b","558","559",NA,"a","1570",NA,1,"1999-08-28"
"9:16","bonrip","7a","427","428",NA,"a","1110",NA,1,"1999-08-28"
"8:13","bonrip","2d","584","585",NA,"a","1100",NA,1,"1999-08-28"
"10:54","bonmat","6a","90","91",NA,"a","1650",NA,1,"1999-08-28"
"9:27","bonrip","4c","563","562",NA,"a","1300",NA,1,"1999-08-28"
"9:21","bonrip","4d","508","509",NA,"a","1140",NA,1,"1999-08-28"
"10:47","bonmat","7a","477","478",NA,"a","1320",NA,1,"1999-08-28"
"9:54","bonrip","5a","458","459",NA,"a","1920",NA,1,"1999-08-28"
"10:32","bonmat","7f","415","416",NA,"a","1460",NA,1,"1999-08-28"
"8:21","bonrip","2c","473","474",NA,"a","1110",NA,1,"1999-08-28"
"9:29","bonrip","6b","423","424",NA,"a","1350",NA,1,"1999-08-28"
"8:56","bonrip","3c","68","69","m","j","1510",NA,1,"1999-08-28"
"7:48","bonrip","1c","629","630","m","j","1070",NA,1,"1999-08-28"
"10:55","bonmat","1c","654","655","m","j","930",NA,1,"1999-08-28"
"9:41","bonrip","4a","635","636","f","j","1090",NA,1,"1999-08-28"
"10:04","bonrip","5b","637","638","f","j","1070",NA,1,"1999-08-28"
"9:11","bonrip","3e","78","79","f","j","1040",NA,1,"1999-08-28"
"11:27","bonmat","6f","643","644","f","j","1020",NA,1,"1999-08-28"
"10:00","bonrip","5c","445","446",NA,"j","1040",NA,1,"1999-08-28"
"8:24","bonrip","9b","466","467",NA,"j","1050",NA,1,"1999-08-28"
"9:04","bonrip","3d","72","505",NA,"j","1210",NA,1,"1999-08-28"
"8:52","bonrip","8e","516","517",NA,"j","1070",NA,1,"1999-08-28"
"12:12","bonmat","3f","122","123",NA,"j","1210",NA,1,"1999-08-28"
"9:35","bonrip","4b","450","451",NA,"j","890",NA,1,"1999-08-28"
"11:41","bonmat","4c","403","404",NA,"j","1020",NA,1,"1999-08-28"
"9:38","bonrip","6d","512","513",NA,"j","1080",NA,1,"1999-08-28"
"9:02","bonrip","7c","514","515",NA,"j","910",NA,1,"1999-08-28"
"8:30","bonrip","2b","439","440",NA,"j","910",NA,1,"1999-08-28"
"10:28","bonmat","2g","613","614",NA,"j","410",NA,1,"1999-08-28"
"11:13","bonmat","6c","641","642",NA,"j","850",NA,1,"1999-08-28"
"7:49","bonrip","10a","114","115",NA,"j","1470",NA,1,"1999-08-28"
NA,"bonrip","6b","647","650","m",NA,"1820",NA,1,"1999-11-12"
NA,"bonrip","9a","594","595","m",NA,"1760",NA,1,"1999-11-12"
NA,"bonrip","3c","558","559","m",NA,"1900",NA,1,"1999-11-12"
NA,"bonrip","5a","419","420","m",NA,"1460",NA,1,"1999-11-12"
NA,"bonrip","2e","98","99","m",NA,"1650",NA,1,"1999-11-12"
NA,"bonrip","2b","649","648","f",NA,"1800",NA,1,"1999-11-12"
NA,"bonrip","4d","586","587","f",NA,"1670",NA,1,"1999-11-12"
NA,"bonrip","6a","647","650","m",NA,"1700",NA,1,"1999-11-13"
NA,"bonrip","9e","664","665","m",NA,"1690",NA,1,"1999-11-13"
NA,"bonrip","4d","679","678","m",NA,"1600",NA,1,"1999-11-13"
NA,"bonrip","8b","462","463","m",NA,"1640",NA,1,"1999-11-13"
NA,"bonrip","10b","667","666","m",NA,"1710",NA,1,"1999-11-13"
NA,"bonrip","10c","114","115","m",NA,"1580",NA,1,"1999-11-13"
NA,"bonrip","2e","663","662","m",NA,"1760",NA,1,"1999-11-13"
NA,"bonrip","5a","458","459","f",NA,"2260",NA,1,"1999-11-13"
NA,"bonrip","7c","677","676","f",NA,"1700",NA,1,"1999-11-13"
NA,"bonrip","9a","617","618","f",NA,NA,NA,1,"1999-11-13"
NA,"bonrip","3e","471","472","f",NA,"1320",NA,1,"1999-11-13"
NA,"bonrip","4a","586","587","m",NA,"1550",NA,1,"1999-11-14"
NA,"bonrip","5d","458","459","m",NA,"2000",NA,1,"1999-11-14"
NA,"bonrip","9a","677","676","m",NA,"1080",NA,1,"1999-11-14"
NA,"bonrip","7c","623","624","m",NA,"1780",NA,1,"1999-11-14"
NA,"bonrip","10e","714","715","m",NA,"760",NA,1,"1999-11-14"
NA,"bonrip","9d","466","467","m",NA,"1460",NA,1,"1999-11-14"
NA,"bonrip","10d","520","521","m",NA,"750",NA,1,"1999-11-14"
NA,"bonrip","10a","617","618","m",NA,"700",NA,1,"1999-11-14"
NA,"bonrip","9b","594","595","f",NA,"1680",NA,1,"1999-11-14"
NA,"bonrip","3e","82","83","f",NA,"700",NA,1,"1999-11-14"
NA,"bonrip","2a","554","555","f",NA,"1800",NA,1,"1999-11-14"
NA,"bonrip","3d","558","559","f",NA,"1920",NA,1,"1999-11-14"
NA,"bonrip","4b","668","669","f",NA,"1080",NA,1,"1999-11-14"
NA,"bonrip","2c","681","680","f",NA,"1600",NA,1,"1999-11-14"
NA,"bonrip","3c","452","453","f",NA,"595",NA,1,"1999-11-14"
NA,"bonrip","9c","544","545",NA,NA,"1660",NA,1,"1999-11-14"
NA,"bonrip","8b","647","650",NA,NA,"1680",NA,1,"1999-11-14"
NA,"bonrip","4c","679","678",NA,NA,"1520",NA,1,"1999-11-14"
NA,"bonrip","7b","462","463",NA,NA,"1590",NA,1,"1999-11-14"
NA,"bonrip","2b","471","472",NA,NA,"1240",NA,1,"1999-11-14"
NA,"bonrip","5a","682","683","m",NA,"1350",NA,1,"1999-11-15"
NA,"bonrip","4a","686","687","m",NA,"1740",NA,1,"1999-11-15"
NA,"bonrip","5b","684","685","f",NA,"1560",NA,1,"1999-11-15"
NA,"bonrip","9d","664","665",NA,NA,"790",NA,1,"1999-11-15"
NA,"bonrip","8c","544","545",NA,NA,"1550",NA,1,"1999-11-15"
NA,"bonrip","7b","623","624",NA,NA,"1770",NA,1,"1999-11-15"
NA,"bonrip","7c","647","650",NA,NA,"1640",NA,1,"1999-11-15"
NA,"bonrip","10b","627","628",NA,NA,"2070",NA,1,"1999-11-15"
NA,"bonrip","10e","520","521",NA,NA,"1490",NA,1,"1999-11-15"
NA,"bonrip","10a","594","595",NA,NA,"1600",NA,1,"1999-11-15"
NA,"bonrip","2c","663","662",NA,NA,"1670",NA,1,"1999-11-15"
NA,"bonrip","2b","649","648",NA,NA,"1780",NA,1,"1999-11-15"
NA,"bonrip","10d","114","115",NA,NA,"1520",NA,1,"1999-11-15"
NA,"bonrip","9a","617","618",NA,NA,"1350",NA,1,"1999-11-15"
NA,"bonrip","3d","441","442",NA,NA,"1310",NA,1,"1999-11-15"
NA,"bonrip","2e","98","99",NA,NA,"1500",NA,1,"1999-11-15"
NA,"bonrip","4e","471","472",NA,NA,"1120",NA,1,"1999-11-15"
NA,"bonrip","2a","586","587",NA,NA,"1485",NA,1,"1999-11-15"
"10:04","bonrip","2d","729","730","m","a","1230",NA,1,"2000-06-08"
"18:13","bonrip","5d","96","97","f","a","940",NA,1,"2000-06-08"
"8:30","bonmat","5c","727","728","f","j","540",NA,1,"2000-06-08"
"10:15","bonrip","5a","735","734","m","a","1420",NA,1,"2000-06-09"
"12:45","bonmat","6e","415","416","m","a","1600",NA,1,"2000-06-09"
"7:42","bonrip","1c","443","444","m","a","1600",NA,1,"2000-06-09"
"7:05","bonrip","1b","732","731","m","a","1290",NA,1,"2000-06-09"
"13:14","bonmat","4c","688","689","f","a","1640",NA,1,"2000-06-09"
"9:52","bonrip","4b","491","733","f","a","1860",NA,1,"2000-06-09"
"22:26","bonmat","3e","639","640",NA,"a","1340",NA,1,"2000-06-09"
"22:35","bonmat","5g","692","693","m","a","1310",NA,1,"2000-06-10"
"20:15","bonrip","2c","732","731","m","a","1260",NA,1,"2000-06-10"
"20:00","bonrip","1b","82","83","f","a","1490",NA,1,"2000-06-10"
"21:11","bonrip","8e","522","523","f","a","1930",NA,1,"2000-06-10"
"9:15","bonmat","6b","737","736","f","a","1490",NA,1,"2000-06-10"
"20:39","bonrip","7b","690","691","f","a","1960",NA,1,"2000-06-10"
"12:20","bonmat","2d","415","416","m","a","1440",NA,1,"2000-06-11"
"12:04","bonmat","3e","738","739","m","a","1430",NA,1,"2000-06-11"
"8:15","bonrip","6b","96","97","f","a","970",NA,1,"2000-06-11"
"7:55","bonrip","4b","510","511","f","a","1810",NA,1,"2000-06-11"
"7:20","bonrip","1c","695","694","f","a","1270",NA,1,"2000-06-11"
"10:00","bonmat","5d","415","416","m","a","1560",NA,1,"2000-06-12"
"8:45","bonmat","1b","740","741","f","a","1605",NA,1,"2000-06-12"
"20:15","bonrip","8e","522","523","f","a","1120",NA,1,"2000-06-12"
"9:00","bonmat","4c","485","486","f","a","1450",NA,1,"2000-06-12"
"7:10","bonrip","2e","770","771","m","a","1620",NA,1,"2000-08-02"
"8:34","bonrip","6b","776","777","m","a","1620",NA,1,"2000-08-02"
"10:21","bonmat","6e","780","781","m","a","960",NA,1,"2000-08-02"
"7:00","bonrip","1c","768","769","f","a","1030",NA,1,"2000-08-02"
"18:30","bonrip","2e","631","632","f","a","1740",NA,1,"2000-08-02"
"9:45","bonmat","2b","688","689","f","a","1790",NA,1,"2000-08-02"
"7:40","bonrip","4e","82","83","f","a","1635",NA,1,"2000-08-02"
"8:08","bonrip","4a","510","511","f","a","1860",NA,1,"2000-08-02"
"19:22","bonrip","7a","786","787","m","j","1160",NA,1,"2000-08-02"
"7:50","bonrip","3b","772","773","m","j","630",NA,1,"2000-08-02"
"8:45","bonrip","7a","778","779","m","j","460",NA,1,"2000-08-02"
"8:20","bonrip","6a","774","775","m","j","470",NA,1,"2000-08-02"
"20:45","bonmat","2b","782","783","m","j","635",NA,1,"2000-08-02"
"10:35","bonmat","5a","782","783","m","j","920",NA,1,"2000-08-02"
"18:50","bonrip","4c","784","785","f","j","830",NA,1,"2000-08-02"
"12:45","bonmat","7f","415","416","m","a","1780",NA,1,"2000-08-03"
"8:59","bonrip","2e","805","806","f","a","1150",NA,1,"2000-08-03"
"11:35","bonmat","2d","824","825","f","a","1150",NA,1,"2000-08-03"
"8:52","bonrip","2d","695","694","f","a","1570",NA,1,"2000-08-03"
"9:10","bonrip","3d","471","807","f","a","1505",NA,1,"2000-08-03"
"10:18","bonrip","7b","690","691","f","a","1880",NA,1,"2000-08-03"
"12:20","bonmat","3c","828","829","f","a","1630",NA,1,"2000-08-03"
"20:01","bonmat","2b","828","829","f","a","1520",NA,1,"2000-08-03"
"10:47","bonrip","10c","818","819","m","j","510",NA,1,"2000-08-03"
"11:00","bonrip","10b","820","821","m","j","1200",NA,1,"2000-08-03"
"9:40","bonrip","4a","810","811","m","j","670",NA,1,"2000-08-03"
"10:25","bonrip","9a","816","817","m","j","570",NA,1,"2000-08-03"
"12:14","bonmat","4c","826","827","m","j","890",NA,1,"2000-08-03"
"11:20","bonmat","1g","822","823","m","j","610",NA,1,"2000-08-03"
"11:45","bonmat","4a","782","783","m","j","930",NA,1,"2000-08-03"
"9:54","bonrip","6c","812","813","f","j","400",NA,1,"2000-08-03"
"9:31","bonrip","3b","808","809","f","j","640",NA,1,"2000-08-03"
"8:30","bonrip","1c","803","804","f","j","530",NA,1,"2000-08-03"
"9:55","bonrip","5d","814","815","f","j","740",NA,1,"2000-08-03"
"8:00","bonrip","1a","801","802","f","j","1090",NA,1,"2000-08-03"
"8:27","bonrip","4a","586","587","m","a","1600",NA,1,"2000-08-04"
"11:55","bonmat","7f","415","416","m","a","1620",NA,1,"2000-08-04"
"10:29","bonmat","2d","836","837","m","a","1620",NA,1,"2000-08-04"
"21:18","bonmat","6e","739","738","m","a","1585",NA,1,"2000-08-04"
"19:59","bonrip","10a","840","841","f","a","1520",NA,1,"2000-08-04"
"9:15","bonrip","6d","690","691","f","a","1770",NA,1,"2000-08-04"
"19:00","bonrip","2e","805","806","f","a","1215",NA,1,"2000-08-04"
"7:00","bonrip","1c","631","632","f","a","1645",NA,1,"2000-08-04"
"7:30","bonrip","4e","830","831","f","a",NA,NA,1,"2000-08-04"
"10:40","bonmat","4c","688","689","f","a","1660",NA,1,"2000-08-04"
"8:35","bonrip","5a","684","685","f","a","1640",NA,1,"2000-08-04"
"8:00","bonrip","4c","510","511","f","a","1690",NA,1,"2000-08-04"
"20:42","bonmat","1b","828","829","f","a","1530",NA,1,"2000-08-04"
"8:45","bonrip","5b","774","775","m","j","520",NA,1,"2000-08-04"
"19:10","bonrip","3b","772","773","m","j","660",NA,1,"2000-08-04"
"9:40","bonrip","7b","834","835","m","j","580",NA,1,"2000-08-04"
"11:50","bonmat","6a","782","783","m","j","950",NA,1,"2000-08-04"
"10:50","bonmat","5d","838","839","m","j","860",NA,1,"2000-08-04"
"9:30","bonrip","7c","832","833","f","j","520",NA,1,"2000-08-04"
"8:15","bonrip","3c","801","802","f","j","1120",NA,1,"2000-08-04"
"11:30","bonmat","7e","415","416","m","a","1740",NA,1,"2000-08-05"
"10:25","bonmat","2d","824","825","f","a","1200",NA,1,"2000-08-05"
"20:58","bonmat","2b","824","825","f","a","1160",NA,1,"2000-08-05"
"19:00","bonrip","2e","805","806","f","a","1240",NA,1,"2000-08-05"
"9:30","bonrip","10c","628","627","f","a","1890",NA,1,"2000-08-05"
"7:20","bonrip","1e","631","632","f","a","1630",NA,1,"2000-08-05"
"9:50","bonrip","10a","846","847","f","a","1250",NA,1,"2000-08-05"
"10:37","bonmat","2a","848","849","f","a","920",NA,1,"2000-08-05"
"20:45","bonmat","1b","828","829","f","a","1680",NA,1,"2000-08-05"
"19:40","bonrip","6e","510","511","f","a","1630",NA,1,"2000-08-05"
"8:39","bonrip","5c","510","511","f","a","1610",NA,1,"2000-08-05"
"11:02","bonmat","4c","852","853","m","j","540",NA,1,"2000-08-05"
"9:00","bonrip","6a","786","787","m","j","1190",NA,1,"2000-08-05"
"7:44","bonrip","1c","842","843","m","j","1110",NA,1,"2000-08-05"
"9:14","bonrip","8a","844","845","m","j","560",NA,1,"2000-08-05"
"8:56","bonrip","6b","832","833","f","j","550",NA,1,"2000-08-05"
"7:08","bonrip","2b","801","802","f","j","1100",NA,1,"2000-08-05"
"19:17","bonrip","4b","808","809","f","j","700",NA,1,"2000-08-05"
"19:30","bonrip","6d","814","815","f","j","855",NA,1,"2000-08-05"
"21:59","bonmat","6a","854","855","f","j","650",NA,1,"2000-08-05"
"10:52","bonmat","4b","850","851","f","j","670",NA,1,"2000-08-05"
"11:00","bonmat","4f","864","865","m","a","1630",NA,1,"2000-08-06"
"11:14","bonmat","3f","866","867","m","a","1110",NA,1,"2000-08-06"
"8:56","bonrip","8a","560","561","f","a","1840",NA,1,"2000-08-06"
"20:42","bonmat","2b","824","825","f","a","980",NA,1,"2000-08-06"
"11:42","bonmat","2b","824","825","f","a","1010",NA,1,"2000-08-06"
"19:00","bonrip","6d","510","511","f","a","1700",NA,1,"2000-08-06"
"19:43","bonrip","7b","690","691","f","a","1590",NA,1,"2000-08-06"
"8:36","bonrip","5d","510","511","f","a","1600",NA,1,"2000-08-06"
"11:49","bonmat","1c","870","871","f","a","800",NA,1,"2000-08-06"
"7:55","bonrip","4d","471","807","f","a","1490",NA,1,"2000-08-06"
"20:50","bonmat","4b","828","829","f","a","1330",NA,1,"2000-08-06"
"7:25","bonrip","1e","858","859","f","a","1630",NA,1,"2000-08-06"
"7:45","bonrip","3d","805","806","f","a","1260",NA,1,"2000-08-06"
"21:15","bonmat","6e","874","875","f","a","1810",NA,1,"2000-08-06"
"10:45","bonmat","4c","828","829","f","a","1240",NA,1,"2000-08-06"
"8:20","bonrip","5a","786","787","m","j","1170",NA,1,"2000-08-06"
"10:00","bonmat","6b","782","783","m","j","900",NA,1,"2000-08-06"
"7:13","bonrip","2b","856","857","m","j","650",NA,1,"2000-08-06"
"11:25","bonmat","3e","868","869","m","j","430",NA,1,"2000-08-06"
"19:50","bonrip","7a","786","787","m","j","1220",NA,1,"2000-08-06"
"8:10","bonrip","4a","862","863","m","j","610",NA,1,"2000-08-06"
"10:38","bonmat","4a","852","853","m","j","450",NA,1,"2000-08-06"
"10:30","bonmat","5b","826","827","m","j","980",NA,1,"2000-08-06"
"8:03","bonrip","3b","860","861","f","j","450",NA,1,"2000-08-06"
"7:05","bonrip","2a","801","802","f","j","1060",NA,1,"2000-08-06"
"10:05","bonrip","8e","560","561","f","a","2000",NA,1,"2000-10-28"
"10:20","bonrip","8a","1002","1003","f","a","1440",NA,1,"2000-10-28"
"9:15","bonrip","6c","684","685","f","a","1680",NA,1,"2000-10-28"
"8:30","bonrip","1c","805","806","f","a","1670",NA,1,"2000-10-28"
"10:10","bonrip","9d","1004","1005","m","j","1260",NA,1,"2000-10-28"
"11:30","bonrip","3e","1013","1014","m","a","1560",NA,1,"2000-10-29"
"10:30","bonmat","7e","415","416","m","a","1800",NA,1,"2000-10-29"
"8:50","bonmat","4f","692","693","m","a","1570",NA,1,"2000-10-29"
"12:30","bonrip","5d","1017","1018","m","a","1460",NA,1,"2000-10-29"
"11:50","bonrip","3b","586","587","m","a","1620",NA,1,"2000-10-29"
"13:30","bonrip","10a","594","595","m","a","1740",NA,1,"2000-10-29"
"10:40","bonrip","2b","662","663","m","a","1760",NA,1,"2000-10-29"
"11:05","bonrip","1e","770","771","m","a","1720",NA,1,"2000-10-29"
"11:35","bonrip","3d","82","83","f","a","1640",NA,1,"2000-10-29"
"13:15","bonrip","9d","846","847","f","a","1570",NA,1,"2000-10-29"
"12:45","bonrip","6d","491","733","f","a","2140",NA,1,"2000-10-29"
"11:00","bonrip","1d","805","806","f","a","1545",NA,1,"2000-10-29"
"9:30","bonmat","6a","1009","1010","f","a","1700",NA,1,"2000-10-29"
"13:25","bonrip","10c","627","628","f","a","1980",NA,1,"2000-10-29"
"12:00","bonrip","4b","684","685","f","a","1600",NA,1,"2000-10-29"
"11:15","bonrip","2e","631","632","f","a","1840",NA,1,"2000-10-29"
"13:05","bonrip","7d","560","561","f","a","1960",NA,1,"2000-10-29"
"12:10","bonrip","5b","686","687","f","a","1650",NA,1,"2000-10-29"
"13:00","bonrip","7c","1021","1022","m","j","1500",NA,1,"2000-10-29"
"10:00","bonmat","7c","1011","1012","m","j","1030",NA,1,"2000-10-29"
"12:50","bonrip","7a","1019","1020","m","j","1240",NA,1,"2000-10-29"
"9:00","bonmat","5d","1007","1008","m","j","1300",NA,1,"2000-10-29"
"9:20","bonmat","5b","782","783","m","j","1280",NA,1,"2000-10-29"
"11:45","bonrip","4c","1015","1016","m","j","1280",NA,1,"2000-10-29"
"8:30","bonmat","3f","727","1006","f","j","1320",NA,1,"2000-10-29"
"9:50","bonmat","4e","639","640","m","a","1540",NA,1,"2000-10-30"
"13:00","bonrip","6e","1017","1018","m","a","1430",NA,1,"2000-10-30"
"10:50","bonmat","7f","1027","1028","m","a","1700",NA,1,"2000-10-30"
"10:25","bonmat","6c","415","416","m","a","1720",NA,1,"2000-10-30"
"9:15","bonmat","3e","866","867","m","a","1400",NA,1,"2000-10-30"
"14:15","bonrip","10b","594","595","m","a","1710",NA,1,"2000-10-30"
"12:00","bonrip","3c","662","663","m","a","1680",NA,1,"2000-10-30"
"9:45","bonmat","5e","780","781","m","a","1460",NA,1,"2000-10-30"
"11:30","bonrip","2e","770","771","m","a","1720",NA,1,"2000-10-30"
"12:40","bonrip","6c","458","459","f","a","2025",NA,1,"2000-10-30"
"13:15","bonrip","7d","491","733","f","a","1890",NA,1,"2000-10-30"
"13:45","bonrip","8a","1030","1031","f","a","1580",NA,1,"2000-10-30"
"8:45","bonmat","1b","828","829","f","a","1660",NA,1,"2000-10-30"
"11:20","bonrip","1d","805","806","f","a","1600",NA,1,"2000-10-30"
"14:25","bonrip","10d","627","628","f","a","1920",NA,1,"2000-10-30"
"9:00","bonmat","2c","1023","1024","f","a","1480",NA,1,"2000-10-30"
"14:15","bonrip","10a","840","841","f","a","1490",NA,1,"2000-10-30"
"13:35","bonrip","8d","560","561","f","a","1990",NA,1,"2000-10-30"
"12:25","bonrip","4b","686","687","f","a","1520",NA,1,"2000-10-30"
"14:05","bonrip","9a","846","847","f","a","1480",NA,1,"2000-10-30"
"12:50","bonrip","5c","684","685","f","a","1510",NA,1,"2000-10-30"
"11:50","bonrip","4e","1013","1014","m","j","1480",NA,1,"2000-10-30"
"12:15","bonrip","3b","1029","1030","m","j","1300",NA,1,"2000-10-30"
"10:00","bonmat","5c","1025","1026","m","j","1410",NA,1,"2000-10-30"
"10:15","bonmat","5a","782","783","m","j","1280",NA,1,"2000-10-30"
"13:00","bonmat","7e","1040","1041","m","a","1670",NA,1,"2000-10-31"
"12:15","bonmat","7a","526","527","m","a","1550",NA,1,"2000-10-31"
"11:10","bonmat","5f","692","693","m","a","1540",NA,1,"2000-10-31"
"11:35","bonmat","5d","407","408","m","a","1400",NA,1,"2000-10-31"
"10:50","bonmat","2f","866","867","m","a","1430",NA,1,"2000-10-31"
"11:05","bonmat","5g","639","640","m","a","1600",NA,1,"2000-10-31"
"12:50","bonmat","6d","415","416","m","a","1720",NA,1,"2000-10-31"
"13:20","bonmat","6g","780","781","m","a","1420",NA,1,"2000-10-31"
"10:45","bonmat","2d","836","837","m","a","1760",NA,1,"2000-10-31"
"11:45","bonmat","5c","688","1037","f","a","1860",NA,1,"2000-10-31"
"11:20","bonmat","4f","1035","1036","f","a","1780",NA,1,"2000-10-31"
"12:40","bonmat","7c","782","783","m","j","1300",NA,1,"2000-10-31"
"11:55","bonmat","5b","1025","1026","m","j","1400",NA,1,"2000-10-31"
"12:30","bonmat","6b","1038","1039","f","j","1340",NA,1,"2000-10-31"
"10:25","bonmat","2b","1033","1034","f","j","1200",NA,1,"2000-10-31"
"12:15","bonrip","5e","1015","1016","m",NA,NA,NA,1,"2000-11-01"
"11:40","bonrip","2c","443","444","m","a","1855",NA,1,"2000-11-01"
"12:10","bonrip","4e","1013","1014","m","a","1295",NA,1,"2000-11-01"
"8:40","bonmat","1a","1044","1045","m","a","1720",NA,1,"2000-11-01"
"10:20","bonmat","6e","415","416","m","a","1695",NA,1,"2000-11-01"
"13:25","bonrip","7a","1021","1022","m","a","1430",NA,1,"2000-11-01"
"13:20","bonrip","6b","460","461","m","a","1560",NA,1,"2000-11-01"
"12:40","bonrip","6d","1017","1018","m","a","1380",NA,1,"2000-11-01"
"11:35","bonrip","2d","662","663","m","a","1585",NA,1,"2000-11-01"
"14:20","bonrip","10a","1050","1051","m","a","1620",NA,1,"2000-11-01"
"14:05","bonrip","10b","594","595","m","a","1620",NA,1,"2000-11-01"
"11:55","bonrip","3b","678","679","m","a","1635",NA,1,"2000-11-01"
"12:50","bonrip","5c","586","587","m","a","1560",NA,1,"2000-11-01"
"9:40","bonmat","5g","1046","1047","f","a","1395",NA,1,"2000-11-01"
"13:55","bonrip","10c","1048","1049","f","a","1460",NA,1,"2000-11-01"
"12:35","bonrip","5d","458","459","f","a","2050",NA,1,"2000-11-01"
"13:30","bonrip","7b","1031","1032","f","a","1630",NA,1,"2000-11-01"
"13:14","bonrip","6c","491","733","f","a","1840",NA,1,"2000-11-01"
"11:20","bonrip","1b","82","83","f","a","1635",NA,1,"2000-11-01"
"14:40","bonrip","8a","1002","1003","f","a","1380",NA,1,"2000-11-01"
"11:50","bonrip","3a","686","687","f","a","1605",NA,1,"2000-11-01"
"8:50","bonmat","2c","828","829","f","a","1590",NA,1,"2000-11-01"
"13:45","bonrip","1e","627","628","f","a","1920",NA,1,"2000-11-01"
"9:00","bonmat","2d","1023","1024","f","a","1445",NA,1,"2000-11-01"
"12:30","bonrip","6e","684","685","f","a","1545",NA,1,"2000-11-01"
"14:30","bonrip","9a","846","847","f","a","1470",NA,1,"2000-11-01"
"11:25","bonrip","1c","805","806","f","a","1555",NA,1,"2000-11-01"
"13:35","bonrip","7d","560","561","f","a","1950",NA,1,"2000-11-01"
"8:30","bonmat","1b","1043","1042","m","j","1460",NA,1,"2000-11-01"
"10:15","bonmat","6b","782","783","m","j","1275",NA,1,"2000-11-01"
"10:00","bonmat","5c","1038","1039","f","j","1255",NA,1,"2000-11-01"
"12:05","bonmat","5a","1054","1055","m",NA,"1460",NA,1,"2000-11-02"
"11:50","bonmat","4d","1052","1053","m",NA,"1545",NA,1,"2000-11-02"
"12:00","bonmat","3g","727","1006","f",NA,NA,NA,1,"2000-11-02"
"11:05","bonmat","2a","828","829",NA,NA,NA,NA,1,"2000-11-02"
"11:15","bonmat","2c","1023","1024",NA,NA,NA,NA,1,"2000-11-02"
"11:25","bonmat","2e","866","867",NA,NA,NA,NA,1,"2000-11-02"
